concept_id	term
196111000001109	Almodan 125mg/5ml syrup (Teva UK Ltd) (product)
774011000001100	Amix 125 oral suspension (Ashbourne Pharmaceuticals Ltd) (product)
644811000001100	Amix 250 capsules (Ashbourne Pharmaceuticals Ltd) (product)
252511000001109	Amix 250 oral suspension (Ashbourne Pharmaceuticals Ltd) (product)
121011000001106	Amix 500 capsules (Ashbourne Pharmaceuticals Ltd) (product)
42011000001106	Amoram 125mg/5ml oral suspension (L.P.C Medical) (product)
500511000001107	Amoram 250mg capsules (L.P.C Medical) (product)
284811000001105	Amoram 250mg/5ml oral suspension (L.P.C Medical) (product)
19211000001104	Amoram 500mg capsules (L.P.C Medical) (product)
634511000001102	Amoxicillin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd) (product)
9786511000001104	Amoxicillin 125mg/5ml oral suspension (Almus Pharmaceutical Ltd) (product)
159311000001109	Amoxicillin 125mg/5ml oral suspension (Alpharma Limited) (product)
200311000001108	Amoxicillin 125mg/5ml oral suspension (Approved Prescription Services) (product)
10426911000001105	Amoxicillin 125mg/5ml oral suspension (Arrow Generics Ltd) (product)
15984311000001100	Amoxicillin 125mg/5ml oral suspension (Bristol Laboratories Ltd) (product)
28943411000001109	Amoxicillin 125mg/5ml oral suspension (Crescent Pharma Ltd) (product)
22609411000001107	Amoxicillin 125mg/5ml oral suspension (Doncaster Pharmaceuticals Ltd) (product)
13112111000001104	Amoxicillin 125mg/5ml oral suspension (Dowelhurst Ltd) (product)
143211000001100	Amoxicillin 125mg/5ml oral suspension (IVAX Pharmaceuticals UK Ltd) (product)
329011000001104	Amoxicillin 125mg/5ml oral suspension (Kent Pharma (UK) Ltd) (product)
38785711000001100	Amoxicillin 125mg/5ml oral suspension (Medihealth (Northern) Ltd) (product)
17781111000001106	Amoxicillin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd) (product)
856111000001107	Amoxicillin 125mg/5ml oral suspension (Sandoz Ltd) (product)
29769411000001106	Amoxicillin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc) (product)
144711000001109	Amoxicillin 125mg/5ml oral suspension (Sun Pharma UK Ltd) (product)
549011000001104	Amoxicillin 125mg/5ml oral suspension (Unichem Plc) (product)
860211000001109	Amoxicillin 125mg/5ml oral suspension (Viatris UK Healthcare Ltd) (product)
21766511000001109	Amoxicillin 125mg/5ml oral suspension (Waymade Healthcare Plc) (product)
756511000001100	Amoxicillin 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd) (product)
623711000001108	Amoxicillin 125mg/5ml oral suspension sugar free (Accord-UK Ltd) (product)
9787111000001106	Amoxicillin 125mg/5ml oral suspension sugar free (Almus Pharmaceutical Ltd) (product)
222511000001108	Amoxicillin 125mg/5ml oral suspension sugar free (Approved Prescription Services) (product)
10428011000001105	Amoxicillin 125mg/5ml oral suspension sugar free (Arrow Generics Ltd) (product)
15984711000001101	Amoxicillin 125mg/5ml oral suspension sugar free (Bristol Laboratories Ltd) (product)
42203411000001106	Amoxicillin 125mg/5ml oral suspension sugar free (Brown & Burk UK Ltd) (product)
22609611000001105	Amoxicillin 125mg/5ml oral suspension sugar free (Doncaster Pharmaceuticals Ltd) (product)
13112511000001108	Amoxicillin 125mg/5ml oral suspension sugar free (Dowelhurst Ltd) (product)
41097111000001104	Amoxicillin 125mg/5ml oral suspension sugar free (Flamingo Pharma (UK) Ltd) (product)
69611000001101	Amoxicillin 125mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd) (product)
416211000001100	Amoxicillin 125mg/5ml oral suspension sugar free (Kent Pharma (UK) Ltd) (product)
29993911000001107	Amoxicillin 125mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd) (product)
38785511000001105	Amoxicillin 125mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd) (product)
35852611000001101	Amoxicillin 125mg/5ml oral suspension sugar free (Medreich Plc) (product)
17781911000001109	Amoxicillin 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd) (product)
35591711000001109	Amoxicillin 125mg/5ml oral suspension sugar free (RX Farma) (product)
709111000001109	Amoxicillin 125mg/5ml oral suspension sugar free (Sandoz Ltd) (product)
29764511000001106	Amoxicillin 125mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc) (product)
264811000001108	Amoxicillin 125mg/5ml oral suspension sugar free (Unichem Plc) (product)
311000001109	Amoxicillin 125mg/5ml oral suspension sugar free (Viatris UK Healthcare Ltd) (product)
21775811000001105	Amoxicillin 125mg/5ml oral suspension sugar free (Waymade Healthcare Plc) (product)
38987311000001101	Amoxicillin 1g dispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd) (product)
38953811000001107	Amoxicillin 1g dispersible tablets sugar free (Almus Pharmaceuticals Ltd) (product)
38719511000001105	Amoxicillin 1g dispersible tablets sugar free (RX Farma) (product)
279111000001107	Amoxicillin 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd) (product)
