concept_id	term
652005	Gangrenous tonsillitis (disorder)
232401004	Glandular fever pharyngitis (disorder)
186659004	Herpangina (disorder)
312422001	Infective pharyngitis (disorder)
312424000	Infective tonsillitis (disorder)
164261009	Inflamed throat (disorder)
141458004	Inflamed throat (finding)
92971000087109	Inflammation of pharynx caused by Streptococcus pyogenes (disorder)
195924009	Influenza with pharyngitis (disorder)
84512003	Influenzal pharyngitis (disorder)
195804009	Lingular tonsillitis (disorder)
240547000	Lymphonodular coxsackie pharyngitis (disorder)
232402006	Meningococcal pharyngitis (disorder)
95885008	Mycoplasmal pharyngitis (disorder)
20906004	Mycosis leptothrica (disorder)
234528007	Nasopharyngeal sarcoidosis (disorder)
51476001	Nasopharyngitis (disorder)
141453008	O/E - follicular tonsillitis (finding)
164256007	On examination - follicular tonsillitis (disorder)
126665005	Oropharyngeal mucositis (disorder)
139668004	Pain in throat (finding)
78911000	Parainfluenza virus pharyngitis (disorder)
59221008	Parainfluenza virus rhinopharyngitis (disorder)
405737000	Pharyngitis (disorder)
37616004	Pharyngitis (disorder)
195709006	Pharyngolaryngitis (disorder)
878818001	Pharyngotonsillitis (disorder)
721586007	Pharyngotonsillitis caused by Human herpes simplex virus (disorder)
59471009	Phlegmonous pharyngitis (disorder)
76651006	Pneumococcal pharyngitis (disorder)
111816002	Pneumococcal tonsillitis (disorder)
31309002	Respiratory syncytial virus pharyngitis (disorder)
266213004	Spirochaete disease: [other venereal] or [Vincent's angina] or [chancroid] or [leptospirosis] or [lymphogranuloma venereum] or [trench mouth] or [Weil's disease] or [Yaws] (disorder)
82228008	Staphylococcal pharyngitis (disorder)
11461005	Staphylococcal tonsillitis (disorder)
186358002	Streptococcal angina (disorder)
186360000	Streptococcal pharyngitis (disorder)
43878008	Streptococcal sore throat (disorder)
154302004	Streptococcal sore throat (disorder)
186361001	Streptococcal sore throat NOS (disorder)
538321000000103	Streptococcal sore throat NOS (disorder)
41582007	Streptococcal tonsillitis (disorder)
58031004	Suppurative pharyngitis (disorder)
10351008	Suppurative tonsillitis (disorder)
162386003	Throat soreness (& symptom) (finding)
266379007	Throat: [acute pharyngitis] or [infection NOS] or [sore] (disorder)
155502006	Throat: [acute pharyngitis] or [infection NOS] or [sore] (disorder)
195654001	Throat: [acute pharyngitis] or [sore NOS (& viral)] or [infection] (disorder)
195665006	Tonsillitis (& acute) (disorder)
90176007	Tonsillitis (disorder)
415724006	Tonsillitis caused by Gram negative bacteria (disorder)
195707008	Tracheopharyngitis (disorder)
39271004	Ulcerative pharyngitis (disorder)
14465002	Ulcerative tonsillitis (disorder)
186963008	Vincent's angina - pharyngitis (disorder)
266146001	Vincent's angina NOS (disorder)
686051000000106	Vincent's angina NOS (disorder)
232417005	Vincent's tonsillitis (disorder)
186964002	Vincent's: [angina NOS] or [laryngitis] or [tonsillitis] (disorder)
1532007	Viral pharyngitis (disorder)
186675001	Viral pharyngoconjunctivitis (disorder)
51209006	Viral tonsillitis (disorder)
196197003	[X]Acute pharyngitis due to other specified organisms (disorder)
427821000000103	[X]Acute pharyngitis due to other specified organisms (disorder)
452761000000100	[X]Acute tonsillitis due to other specified organisms (disorder)
196198008	[X]Acute tonsillitis due to other specified organisms (disorder)
196226007	[X]Other abscess of pharynx (disorder)
402101000000108	[X]Other abscess of pharynx (disorder)
