concept_id	term
505131000000104	Influenza due to Influenza A virus subtype H1N1 (disorder)
78431007	Influenza due to Influenza virus, type A, human (disorder)
46171006	Influenza due to Influenza virus, type A, porcine (disorder)
111876006	Influenza due to other Influenza virus (disorder)
1033081000000107	Influenza due to pandemic influenza virus 
1033071000000105	Influenza due to pandemic influenza virus (disorder)
1050601000000101	Influenza due to seasonal influenza virus
1050981000000100	Influenza due to seasonal influenza virus
1033101000000101	Influenza due to seasonal influenza virus 
1033091000000109	Influenza due to seasonal influenza virus (disorder)
1033061000000103	Influenza due to zoonotic influenza virus 
1033051000000101	Influenza due to zoonotic influenza virus (disorder)
406588006	Influenza of the central nervous system (disorder)
155561002	Influenza with encephalopathy (disorder)
74644004	Influenza with encephalopathy (disorder)
195928007	Influenza with encephalopathy (disorder)
195929004	Influenza with gastrointestinal tract involvement (disorder)
83440004	Influenza with involvement of gastrointestinal tract (disorder)
195923003	Influenza with laryngitis (disorder)
61700007	Influenza with non-respiratory manifestation (disorder)
195927002	Influenza with other manifestations (disorder)
540121000000103	Influenza with other manifestations (disorder)
195930009	Influenza with other manifestations NOS (disorder)
540131000000101	Influenza with other manifestations NOS (disorder)
195922008	Influenza with other respiratory manifestation (disorder)
616171000000100	Influenza with other respiratory manifestation (disorder)
195924009	Influenza with pharyngitis (disorder)
42964004	Influenza with pneumonia (disorder)
195921001	Influenza with pneumonia NOS (disorder)
616161000000107	Influenza with pneumonia NOS (disorder)
1033111000000104	Influenza with pneumonia due to seasonal influenza virus (disorder)
195920000	Influenza with pneumonia, influenza virus identified (disorder)
63039003	Influenza with respiratory manifestation other than pneumonia (disorder)
195925005	Influenza with respiratory manifestations NOS (disorder)
616181000000103	Influenza with respiratory manifestations NOS (disorder)
285342006	Influenza-like illness (disorder)
95891005	Influenza-like illness (finding)
315642008	Influenza-like symptoms (finding)
139168000	Influenza-like symptoms (finding)
161913008	Influenza-like symptoms (finding)
43692000	Influenzal acute upper respiratory infection (disorder)
41269000	Influenzal bronchopneumonia (disorder)
1033121000000105	Influenzal bronchopneumonia due to seasonal influenza virus 
28105000	Influenzal laryngitis (disorder)
84512003	Influenzal pharyngitis (disorder)
155560001	Influenzal pneumonia (disorder)
866126000	Myelitis caused by Influenza A virus (disorder)
10629351000119108	Myocarditis caused by Influenza A virus (disorder)
142951000119106	Myocarditis caused by Influenza A virus subtype H1N1 (disorder)
142981000119104	Myocarditis caused by avian influenza (disorder)
78046005	Myocarditis caused by influenza virus (disorder)
195933006	Other specified pneumonia or influenza (disorder)
540141000000105	Other specified pneumonia or influenza (disorder)
10674911000119108	Otitis media caused by Influenza A virus (disorder)
10624911000119107	Otitis media caused by Influenza A virus subtype H1N1 (disorder)
10624951000119108	Otitis media caused by influenza virus (disorder)
266391003	Pneumonia and influenza &/or pneumonia (disorder)
155548002	Pneumonia and influenza &/or pneumonia (disorder)
195878008	Pneumonia and influenza (disorder)
772839003	Pneumonia caused by Influenza A virus (disorder)
142931000119100	Pneumonia caused by Influenza A virus subtype H1N1 (disorder)
143111000119103	Pneumonia caused by avian influenza (disorder)
16311000119108	Pneumonia caused by influenza virus (disorder)
195934000	Pneumonia or influenza NOS (disorder)
540151000000108	Pneumonia or influenza NOS (disorder)
84037004	Swine influenza (disorder)
328531000119104	Upper respiratory tract infection caused by Influenza A virus (disorder)
142941000119109	Upper respiratory tract infection caused by Influenza A virus subtype H1N1 (disorder)
142921000119103	Upper respiratory tract infection caused by avian influenza (disorder)
10685111000119102	Upper respiratory tract infection caused by influenza virus (disorder)
196201003	[X]Influenza with other manifestations, influenza virus identified (disorder)
418191000000102	[X]Influenza with other manifestations, influenza virus identified (disorder)
196203000	[X]Influenza with other manifestations, virus not identified (disorder)
441131000000104	[X]Influenza with other manifestations, virus not identified (disorder)
196200002	[X]Influenza with other respiratory manifestations, influenza virus identified (disorder)
418181000000104	[X]Influenza with other respiratory manifestations, influenza virus identified (disorder)
196202005	[X]Influenza with other respiratory manifestations, virus not identified (disorder)
430891000000103	[X]Influenza with other respiratory manifestations, virus not identified (disorder)
