concept_id	term
20354411000001102	Acumor XL 16mg capsules (Viatris UK Healthcare Ltd) (product)
20354611000001104	Acumor XL 24mg capsules (Viatris UK Healthcare Ltd) (product)
20354211000001101	Acumor XL 8mg capsules (Viatris UK Healthcare Ltd) (product)
41090211000001106	Almuriva 13.3mg/24hours transdermal patches (Sandoz Ltd) (product)
34228311000001107	Almuriva 4.6mg/24hours transdermal patches (Sandoz Ltd) (product)
34228511000001101	Almuriva 9.5mg/24hours transdermal patches (Sandoz Ltd) (product)
39538711000001103	Alzest 13.3mg/24hours transdermal patches (Dr Reddy's Laboratories (UK) Ltd) (product)
24435711000001104	Alzest 4.6mg/24hours transdermal patches (Dr Reddy's Laboratories (UK) Ltd) (product)
24435911000001102	Alzest 9.5mg/24hours transdermal patches (Dr Reddy's Laboratories (UK) Ltd) (product)
34532311000001101	Alzhok 10mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd) (product)
34534411000001101	Alzhok 15mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd) (product)
34532611000001106	Alzhok 20mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd) (product)
34534111000001106	Alzhok 5mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd) (product)
43184811000001104	Apozyl 10mg orodispersible tablets (Novumgen Ltd) (product)
43184611000001103	Apozyl 5mg orodispersible tablets (Novumgen Ltd) (product)
13830311000001100	Aricept 10mg tablets (Doncaster Pharmaceuticals Ltd) (product)
161911000001104	Aricept 10mg tablets (Eisai Ltd) (product)
16139111000001109	Aricept 10mg tablets (Lexon (UK) Ltd) (product)
16266911000001107	Aricept 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
17589311000001106	Aricept 10mg tablets (Necessity Supplies Ltd) (product)
5521511000001108	Aricept 10mg tablets (PI) (Dowelhurst Ltd) (product)
5335111000001102	Aricept 10mg tablets (PI) (Waymade Ltd) (product)
14196311000001102	Aricept 10mg tablets (Sigma Pharmaceuticals Plc) (product)
16541011000001104	Aricept 10mg tablets (Stephar (U.K.) Ltd) (product)
13830111000001102	Aricept 5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
734511000001105	Aricept 5mg tablets (Eisai Ltd) (product)
16138911000001104	Aricept 5mg tablets (Lexon (UK) Ltd) (product)
16266411000001104	Aricept 5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
17589711000001105	Aricept 5mg tablets (Necessity Supplies Ltd) (product)
5522411000001104	Aricept 5mg tablets (PI) (Dowelhurst Ltd) (product)
5334611000001109	Aricept 5mg tablets (PI) (Waymade Ltd) (product)
14196611000001107	Aricept 5mg tablets (Sigma Pharmaceuticals Plc) (product)
19539111000001108	Aricept Evess 10mg orodispersible tablets (Doncaster Pharmaceuticals Ltd) (product)
11133611000001101	Aricept Evess 10mg orodispersible tablets (Eisai Ltd) (product)
19865711000001100	Aricept Evess 10mg orodispersible tablets (Lexon (UK) Ltd) (product)
17492711000001109	Aricept Evess 10mg orodispersible tablets (Mawdsley-Brooks & Company Ltd) (product)
17532911000001108	Aricept Evess 10mg orodispersible tablets (Sigma Pharmaceuticals Plc) (product)
30268611000001105	Aricept Evess 10mg orodispersible tablets (Waymade Healthcare Plc) (product)
11133311000001106	Aricept Evess 5mg orodispersible tablets (Eisai Ltd) (product)
28882611000001103	Consion XL 16mg capsules (Dr Reddy's Laboratories (UK) Ltd) (product)
28882811000001104	Consion XL 24mg capsules (Dr Reddy's Laboratories (UK) Ltd) (product)
28882411000001101	Consion XL 8mg capsules (Dr Reddy's Laboratories (UK) Ltd) (product)
20346511000001106	Donepezil 10mg orodispersible tablets (Consilient Health Ltd) (product)
30051811000001100	Donepezil 10mg orodispersible tablets (DE Pharmaceuticals) (product)
44950511000001101	Donepezil 10mg orodispersible tablets (Krka UK Ltd) (product)
42478611000001109	Donepezil 10mg orodispersible tablets (Macleods Pharma UK Ltd) (product)
30809911000001104	Donepezil 10mg orodispersible tablets (Mawdsley-Brooks & Company Ltd) (product)
23834911000001108	Donepezil 10mg orodispersible tablets (Phoenix Healthcare Distribution Ltd) (product)
29832011000001100	Donepezil 10mg orodispersible tablets (Sigma Pharmaceuticals Plc) (product)
20190811000001106	Donepezil 10mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd) (product)
20065311000001103	Donepezil 10mg orodispersible tablets sugar free (Actavis UK Ltd) (product)
20185411000001103	Donepezil 10mg orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd) (product)
20435611000001106	Donepezil 10mg orodispersible tablets sugar free (Arrow Generics Ltd) (product)
20512611000001101	Donepezil 10mg orodispersible tablets sugar free (Beacon Pharmaceuticals Ltd) (product)
40373111000001106	Donepezil 10mg orodispersible tablets sugar free (DE Pharmaceuticals) (product)
44982711000001102	Donepezil 10mg orodispersible tablets sugar free (Krka UK Ltd) (product)
42893011000001108	Donepezil 10mg orodispersible tablets sugar free (Macleods Pharma UK Ltd) (product)
37059711000001102	Donepezil 10mg orodispersible tablets sugar free (Mawdsley-Brooks & Company Ltd) (product)
43140311000001105	Donepezil 10mg orodispersible tablets sugar free (Medihealth (Northern) Ltd) (product)
20284811000001100	Donepezil 10mg orodispersible tablets sugar free (Sandoz Ltd) (product)
19961311000001109	Donepezil 10mg orodispersible tablets sugar free (Teva UK Ltd) (product)
33584611000001105	Donepezil 10mg orodispersible tablets sugar free (Viatris UK Healthcare Ltd) (product)
20191211000001104	Donepezil 10mg tablets (A A H Pharmaceuticals Ltd) (product)
20166211000001105	Donepezil 10mg tablets (Accord-UK Ltd) (product)
20064911000001101	Donepezil 10mg tablets (Actavis UK Ltd) (product)
20185011000001107	Donepezil 10mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
20435111000001103	Donepezil 10mg tablets (Arrow Generics Ltd) (product)
40224111000001101	Donepezil 10mg tablets (Bristol Laboratories Ltd) (product)
36377411000001104	Donepezil 10mg tablets (Cipla EU Ltd) (product)
23969611000001100	Donepezil 10mg tablets (DE Pharmaceuticals) (product)
20415711000001106	Donepezil 10mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product)
32405711000001104	Donepezil 10mg tablets (Kent Pharma (UK) Ltd) (product)
20345911000001106	Donepezil 10mg tablets (Krka UK Ltd) (product)
29671211000001107	Donepezil 10mg tablets (Macleods Pharma UK Ltd) (product)
19739611000001104	Donepezil 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)
38875911000001107	Donepezil 10mg tablets (Medihealth (Northern) Ltd) (product)
35141611000001103	Donepezil 10mg tablets (Milpharm Ltd) (product)
5450811000001109	Donepezil 10mg tablets (PI) (Dowelhurst Ltd) (product)
21267411000001104	Donepezil 10mg tablets (Pfizer Ltd) (product)
23835311000001106	Donepezil 10mg tablets (Phoenix Healthcare Distribution Ltd) (product)
20285211000001100	Donepezil 10mg tablets (Sandoz Ltd) (product)
29832311000001102	Donepezil 10mg tablets (Sigma Pharmaceuticals Plc) (product)
23665011000001109	Donepezil 10mg tablets (Sovereign Medical Ltd) (product)
20101111000001107	Donepezil 10mg tablets (Sun Pharma UK Ltd) (product)
19960511000001105	Donepezil 10mg tablets (Teva UK Ltd) (product)
36820911000001107	Donepezil 10mg tablets (Torrent Pharma (UK) Ltd) (product)
33582211000001104	Donepezil 10mg tablets (Viatris UK Healthcare Ltd) (product)
22695211000001107	Donepezil 10mg tablets (Waymade Healthcare Plc) (product)
20074311000001106	Donepezil 10mg tablets (Wockhardt UK Ltd) (product)
20914011000001108	Donepezil 10mg tablets (Zentiva Pharma UK Ltd) (product)
15450911000001103	Donepezil 10mg/5ml oral suspension (Special Order) (product)
27045611000001107	Donepezil 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd) (product)
24773811000001104	Donepezil 1mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd) (product)
37300411000001105	Donepezil 1mg/ml oral solution sugar free (DE Pharmaceuticals) (product)
37060411000001107	Donepezil 1mg/ml oral solution sugar free (Mawdsley-Brooks & Company Ltd) (product)
24678411000001100	Donepezil 1mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd) (product)
29832611000001107	Donepezil 1mg/ml oral solution sugar free (Sigma Pharmaceuticals Plc) (product)
20346211000001108	Donepezil 5mg orodispersible tablets (Consilient Health Ltd) (product)
30051611000001104	Donepezil 5mg orodispersible tablets (DE Pharmaceuticals) (product)
44950711000001106	Donepezil 5mg orodispersible tablets (Krka UK Ltd) (product)
30809711000001101	Donepezil 5mg orodispersible tablets (Mawdsley-Brooks & Company Ltd) (product)
23834711000001106	Donepezil 5mg orodispersible tablets (Phoenix Healthcare Distribution Ltd) (product)
29832811000001106	Donepezil 5mg orodispersible tablets (Sigma Pharmaceuticals Plc) (product)
20190611000001107	Donepezil 5mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd) (product)
20065111000001100	Donepezil 5mg orodispersible tablets sugar free (Actavis UK Ltd) (product)
20185211000001102	Donepezil 5mg orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd) (product)
20435411000001108	Donepezil 5mg orodispersible tablets sugar free (Arrow Generics Ltd) (product)
20512411000001104	Donepezil 5mg orodispersible tablets sugar free (Beacon Pharmaceuticals Ltd) (product)
40372811000001107	Donepezil 5mg orodispersible tablets sugar free (DE Pharmaceuticals) (product)
44982911000001100	Donepezil 5mg orodispersible tablets sugar free (Krka UK Ltd) (product)
43009211000001107	Donepezil 5mg orodispersible tablets sugar free (Macleods Pharma UK Ltd) (product)
37059411000001108	Donepezil 5mg orodispersible tablets sugar free (Mawdsley-Brooks & Company Ltd) (product)
43140511000001104	Donepezil 5mg orodispersible tablets sugar free (Medihealth (Northern) Ltd) (product)
20284611000001104	Donepezil 5mg orodispersible tablets sugar free (Sandoz Ltd) (product)
19961011000001106	Donepezil 5mg orodispersible tablets sugar free (Teva UK Ltd) (product)
33584411000001107	Donepezil 5mg orodispersible tablets sugar free (Viatris UK Healthcare Ltd) (product)
20191011000001109	Donepezil 5mg tablets (A A H Pharmaceuticals Ltd) (product)
