concept_id	term
155567003	(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis) (disorder)
266394006	(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis) (disorder)
160602000	(Trivial smoker - < 1 cig/day) or (occasional smoker) (finding)
137994004	Admitted tobacco cons untrue ? (finding)
160613002	Admitted tobacco consumption possibly untrue (finding)
201941000000100	Attends smoking cessation clinic not at practice (finding)
507721000000106	Brief intervention for smoking cessation 
507731000000108	Brief intervention for smoking cessation 
771155005	Brief intervention for smoking cessation (procedure)
506491000000102	Brief intervention for smoking cessation (procedure)
230065006	Chain smoker (finding)
375911000000102	Chronic obstructive pulmonary disease structured smoking assessment declined (situation)
375921000000108	Chronic obstructive pulmonary disease structured smoking assessment declined - enhanced services administration 
375931000000105	Chronic obstructive pulmonary disease structured smoking assessment declined - enhanced services administration 
390026009	Cigar consumption (finding)
230057008	Cigar consumption (observable entity)
389288007	Cigar consumption (observable entity)
59978006	Cigar smoker (finding)
138000003	Cigar smoker (finding)
26663004	Cigar smoking tobacco (substance)
390025008	Cigarette consumption (finding)
230056004	Cigarette consumption (observable entity)
389287002	Cigarette consumption (observable entity)
6368002	Cigarette cough (qualifier value)
41311000000104	Cigarette pack-years
46491000000109	Cigarette pack-years
78761000000108	Cigarette pack-years
39051000000100	Cigarette pack-years
401201003	Cigarette pack-years (observable entity)
44761000000100	Cigarette pack-years (observable entity)
138006009	Cigarette smoker (finding)
65568007	Cigarette smoker (finding)
66562002	Cigarette smoking tobacco (substance)
517271000000101	Current smoker annual review (procedure)
505651000000103	Current smoker annual review (regime/therapy)
510571000000100	Current smoker annual review - enhanced services administration
510581000000103	Current smoker annual review - enhanced services administration
36891000000108	DNA - Did not attend smoking cessation clinic
36901000000109	DNA - Did not attend smoking cessation clinic
25261000000107	Did not attend smoking cessation clinic (finding)
726841000000101	Failed attempt to stop smoking 
446172000	Failed attempt to stop smoking (finding)
726831000000105	Failed attempt to stop smoking (finding)
365981007	Finding of tobacco smoking behavior (finding)
365982000	Finding of tobacco smoking consumption (finding)
160605003	Heavy cigarette smoker (20-39 cigs/day) (finding)
137986006	Heavy cigarette smoker (20-39 cigs/day) (finding)
230063004	Heavy cigarette smoker (finding)
56771006	Heavy smoker (over 20 per day) (finding)
698289004	Hookah pipe smoker (finding)
137993005	Keeps trying to stop smoking (finding)
160612007	Keeps trying to stop smoking (finding)
160603005	Light cigarette smoker (1-9 cigs/day) (finding)
137984009	Light cigarette smoker (1-9 cigs/day) (finding)
230060001	Light cigarette smoker (finding)
